Episode_Length_minutes,Host_Popularity_percentage,Publication_Day,Publication_Time,Guest_Popularity_percentage,Number_of_Ads,Episode_Sentiment
44.99,69.56,Tuesday,Night,79.23,2.0,Negative
54.83,37.12,Thursday,Night,,0.0,Positive
85.37,52.75,Wednesday,Afternoon,,2.0,Neutral
82.74,23.32,Monday,Afternoon,23.32,0.0,Neutral
114.59,97.7,Saturday,Night,54.4,0.0,Neutral
44.84,63.17,Friday,Morning,80.47,1.0,Positive
45.26,39.47,Saturday,Night,62.85,2.0,Positive
32.29,45.89,Friday,Morning,,1.0,Negative
113.97,96.74,Wednesday,Afternoon,85.41,1.0,Positive
24.76,43.15,Saturday,Afternoon,43.08,1.0,Negative
8.35,55.03,Tuesday,Morning,44.16,1.0,Negative
88.57,62.59,Thursday,Night,9.94,0.0,Positive
16.61,79.46,Sunday,Night,89.71,2.0,Positive
52.29,71.24,Tuesday,Afternoon,42.42,3.0,Neutral
37.75,48.24,Saturday,Evening,92.86,3.0,Positive
71.65,42.04,Thursday,Morning,39.01,1.0,Negative
28.52,71.97,Thursday,Night,74.72,0.0,Positive
100.16,45.66,Wednesday,Night,57.95,1.0,Neutral
115.41,98.71,Thursday,Evening,61.5,1.0,Negative
35.7,65.39,Sunday,Afternoon,95.8,1.0,Positive
92.16,73.0,Tuesday,Morning,,0.0,Neutral
5.87,32.09,Sunday,Afternoon,29.69,2.0,Negative
77.19,94.71,Wednesday,Morning,33.26,2.0,Negative
,74.83,Saturday,Afternoon,94.33,0.0,Positive
27.28,26.12,Wednesday,Night,52.21,1.0,Negative
69.53,75.43,Sunday,Night,,0.0,Neutral
62.87,88.99,Friday,Night,17.03,3.0,Neutral
49.17,21.39,Monday,Evening,,3.0,Positive
31.6,92.43,Thursday,Evening,58.08,1.0,Positive
6.26,47.74,Friday,Morning,60.64,3.0,Neutral
68.07,39.94,Sunday,Night,90.61,3.0,Negative
95.55,27.46,Monday,Afternoon,78.58,0.0,Neutral
28.73,70.23,Thursday,Afternoon,,1.0,Positive
,61.4,Tuesday,Morning,50.97,2.0,Negative
50.26,78.81,Friday,Evening,63.23,1.0,Neutral
33.87,76.89,Monday,Afternoon,38.57,2.0,Positive
92.34,81.08,Saturday,Night,83.06,1.0,Negative
112.64,47.63,Tuesday,Morning,,1.0,Negative
119.89,82.54,Monday,Morning,61.82,2.0,Negative
,37.42,Friday,Evening,95.02,0.0,Positive
,97.95,Wednesday,Evening,,3.0,Neutral
18.79,88.43,Saturday,Morning,69.01,0.0,Neutral
90.37,42.14,Sunday,Afternoon,41.29,0.0,Neutral
68.42,82.29,Sunday,Afternoon,47.82,1.0,Negative
14.72,96.42,Tuesday,Evening,41.29,2.0,Positive
37.85,24.71,Sunday,Afternoon,81.63,1.0,Negative
,93.17,Tuesday,Afternoon,,2.0,Negative
108.98,74.69,Monday,Evening,47.38,1.0,Negative
63.02,67.01,Monday,Morning,11.64,2.0,Negative
78.38,52.91,Monday,Morning,46.79,0.0,Neutral
64.69,21.2,Sunday,Night,,2.0,Neutral
20.02,50.18,Sunday,Afternoon,10.06,0.0,Positive
73.87,41.08,Thursday,Afternoon,,1.0,Neutral
117.94,48.22,Saturday,Afternoon,15.27,0.0,Negative
41.05,43.23,Thursday,Morning,28.76,2.0,Neutral
11.52,64.7,Sunday,Morning,30.83,2.0,Neutral
48.53,89.1,Monday,Night,63.64,3.0,Positive
28.76,43.39,Thursday,Morning,,3.0,Negative
77.21,48.51,Sunday,Morning,88.66,3.0,Neutral
102.28,68.06,Monday,Afternoon,,2.0,Negative
55.1,51.21,Tuesday,Evening,62.87,2.0,Negative
41.08,54.04,Thursday,Morning,7.45,1.0,Neutral
109.77,27.43,Friday,Night,67.91,1.0,Negative
117.15,29.79,Wednesday,Afternoon,38.73,3.0,Negative
88.51,28.3,Friday,Evening,,2.0,Positive
97.54,71.33,Sunday,Evening,95.43,1.0,Positive
47.53,70.53,Sunday,Evening,,2.0,Neutral
103.86,86.31,Wednesday,Evening,,2.0,Neutral
,94.82,Thursday,Evening,15.2,0.0,Negative
87.6,87.75,Monday,Afternoon,26.45,1.0,Positive
20.91,87.65,Saturday,Morning,98.08,2.0,Positive
13.04,34.51,Sunday,Evening,65.95,3.0,Neutral
46.82,49.76,Saturday,Night,27.92,1.0,Neutral
10.96,96.44,Wednesday,Morning,35.9,0.0,Negative
42.6,78.39,Tuesday,Evening,89.75,2.0,Negative
33.08,81.59,Wednesday,Night,,1.0,Negative
111.92,31.98,Monday,Night,,0.0,Positive
96.87,41.18,Saturday,Afternoon,88.18,3.0,Positive
99.29,91.71,Friday,Evening,,0.0,Negative
99.05,58.84,Saturday,Afternoon,53.23,1.0,Negative
42.3,27.0,Thursday,Morning,90.56,1.0,Negative
87.71,44.56,Saturday,Evening,73.49,1.0,Positive
31.77,96.82,Wednesday,Afternoon,72.23,1.0,Positive
82.78,57.15,Friday,Afternoon,82.87,2.0,Negative
,32.04,Friday,Afternoon,,3.0,Negative
29.28,58.34,Monday,Afternoon,19.53,0.0,Neutral
69.2,29.26,Monday,Night,,2.0,Positive
60.85,56.58,Friday,Morning,88.24,1.0,Negative
74.74,72.39,Monday,Morning,57.97,3.0,Positive
79.29,39.75,Friday,Evening,67.19,1.0,Neutral
98.47,72.49,Tuesday,Night,30.62,2.0,Positive
118.51,89.2,Wednesday,Evening,23.27,2.0,Neutral
89.79,98.49,Thursday,Morning,34.04,3.0,Positive
,90.6,Wednesday,Morning,64.75,3.0,Negative
61.25,24.52,Friday,Afternoon,23.17,0.0,Neutral
8.93,34.22,Tuesday,Morning,49.53,1.0,Neutral
20.34,63.97,Friday,Night,3.22,3.0,Positive
41.32,32.97,Thursday,Afternoon,99.7,0.0,Neutral
12.21,67.67,Sunday,Afternoon,,3.0,Negative
118.33,81.2,Sunday,Night,98.01,3.0,Neutral
29.03,40.33,Saturday,Afternoon,41.15,3.0,Positive
34.63,67.29,Sunday,Afternoon,31.37,3.0,Positive
37.59,64.59,Monday,Morning,1.3,1.0,Positive
87.52,99.64,Monday,Afternoon,66.72,2.0,Positive
105.88,43.32,Saturday,Night,36.31,2.0,Positive
75.89,79.85,Saturday,Afternoon,73.85,3.0,Negative
55.53,79.81,Sunday,Evening,30.98,1.0,Neutral
31.97,61.84,Friday,Night,82.91,1.0,Negative
90.81,37.11,Monday,Afternoon,,3.0,Neutral
56.95,82.93,Monday,Night,,2.0,Negative
111.36,29.5,Wednesday,Evening,78.96,1.0,Positive
81.11,80.71,Friday,Morning,19.06,1.0,Positive
8.03,86.34,Monday,Evening,36.53,3.0,Neutral
61.99,35.75,Sunday,Afternoon,25.72,2.0,Neutral
104.67,58.11,Wednesday,Afternoon,75.11,0.0,Positive
44.5,93.97,Friday,Evening,85.91,1.0,Negative
49.34,99.17,Sunday,Afternoon,,1.0,Neutral
70.06,69.37,Sunday,Evening,44.02,0.0,Negative
47.98,45.02,Friday,Evening,9.02,2.0,Negative
5.83,49.4,Thursday,Evening,31.72,1.0,Negative
15.41,34.16,Sunday,Night,12.95,1.0,Positive
40.54,88.21,Saturday,Evening,66.72,1.0,Neutral
50.34,99.76,Monday,Morning,48.41,1.0,Negative
46.87,71.2,Sunday,Night,13.73,3.0,Neutral
100.23,39.12,Sunday,Morning,84.65,1.0,Positive
92.18,89.06,Saturday,Afternoon,50.63,1.0,Positive
52.36,62.38,Thursday,Evening,5.61,3.0,Neutral
109.47,80.91,Tuesday,Morning,34.76,0.0,Negative
,56.27,Monday,Evening,37.53,0.0,Positive
78.53,36.68,Friday,Evening,13.98,2.0,Neutral
42.32,96.72,Monday,Evening,,0.0,Negative
93.92,84.39,Thursday,Evening,22.04,3.0,Negative
17.66,36.42,Friday,Night,,2.0,Negative
87.3,33.81,Monday,Afternoon,18.67,2.0,Positive
42.36,73.51,Sunday,Afternoon,61.73,2.0,Neutral
115.63,35.58,Thursday,Afternoon,42.48,1.0,Positive
88.66,59.83,Friday,Evening,77.84,3.0,Positive
16.72,70.32,Thursday,Night,30.95,2.0,Positive
50.62,33.14,Sunday,Evening,45.65,3.0,Negative
86.41,93.2,Saturday,Night,93.75,0.0,Negative
26.4,21.14,Friday,Morning,57.61,0.0,Neutral
55.95,38.65,Tuesday,Night,83.07,3.0,Negative
55.03,75.22,Monday,Night,43.82,0.0,Neutral
,62.87,Thursday,Morning,,3.0,Negative
104.75,67.05,Thursday,Morning,81.61,0.0,Positive
12.65,47.56,Wednesday,Night,99.22,2.0,Neutral
105.49,73.29,Thursday,Afternoon,93.16,1.0,Neutral
62.43,53.34,Friday,Night,81.48,2.0,Neutral
69.45,37.63,Saturday,Afternoon,7.29,2.0,Positive
88.81,22.71,Thursday,Night,15.44,1.0,Positive
52.54,50.07,Saturday,Night,73.46,0.0,Neutral
77.76,75.22,Sunday,Morning,3.33,2.0,Neutral
107.43,24.71,Tuesday,Night,,1.0,Negative
82.39,51.69,Saturday,Night,94.58,2.0,Neutral
102.15,96.04,Friday,Night,,0.0,Positive
7.79,84.81,Sunday,Night,70.79,1.0,Negative
10.39,65.92,Friday,Afternoon,23.35,3.0,Positive
108.52,78.94,Friday,Night,56.94,0.0,Positive
92.01,43.33,Thursday,Afternoon,23.87,1.0,Positive
23.63,26.84,Monday,Morning,32.63,0.0,Neutral
48.48,98.75,Monday,Morning,80.64,0.0,Neutral
119.39,27.11,Tuesday,Night,0.16,1.0,Neutral
95.63,93.63,Monday,Afternoon,20.57,3.0,Positive
20.08,74.7,Thursday,Afternoon,91.76,2.0,Positive
100.98,39.12,Sunday,Evening,,2.0,Negative
43.25,20.83,Saturday,Evening,,2.0,Positive
81.83,32.87,Tuesday,Evening,60.79,1.0,Negative
43.25,20.85,Thursday,Morning,81.69,2.0,Neutral
,43.8,Friday,Morning,58.09,0.0,Positive
111.07,77.19,Tuesday,Night,16.08,0.0,Neutral
21.85,20.66,Monday,Evening,75.35,1.0,Neutral
117.29,66.68,Monday,Morning,39.91,2.0,Neutral
6.6,31.07,Monday,Night,33.2,0.0,Negative
23.52,68.59,Saturday,Night,53.27,0.0,Positive
12.61,72.47,Thursday,Evening,,2.0,Neutral
117.45,21.32,Wednesday,Evening,79.97,2.0,Negative
40.22,33.09,Monday,Evening,,0.0,Positive
101.23,42.23,Thursday,Night,81.72,1.0,Negative
,82.4,Wednesday,Morning,68.54,1.0,Negative
79.29,41.42,Wednesday,Evening,,3.0,Positive
,58.81,Wednesday,Afternoon,87.53,3.0,Neutral
29.43,28.58,Tuesday,Evening,78.69,0.0,Positive
87.81,95.74,Friday,Evening,34.79,3.0,Positive
30.5,41.18,Friday,Morning,0.82,0.0,Negative
9.37,29.51,Friday,Afternoon,3.98,0.0,Positive
111.03,97.79,Tuesday,Evening,19.12,0.0,Neutral
36.74,26.82,Monday,Morning,,0.0,Positive
74.24,94.74,Monday,Evening,,1.0,Positive
45.25,70.35,Saturday,Morning,41.72,1.0,Neutral
91.32,58.6,Monday,Morning,,0.0,Neutral
38.74,55.87,Monday,Evening,55.04,3.0,Neutral
8.57,90.53,Wednesday,Morning,29.35,1.0,Negative
43.55,51.88,Thursday,Morning,18.21,0.0,Positive
85.65,56.93,Wednesday,Night,86.89,0.0,Neutral
,48.56,Thursday,Night,28.73,2.0,Positive
86.17,98.01,Thursday,Evening,60.16,2.0,Positive
97.52,96.26,Sunday,Morning,,0.0,Negative
30.71,71.67,Tuesday,Morning,97.76,0.0,Positive
9.08,92.63,Monday,Evening,11.16,1.0,Positive
9.67,74.04,Wednesday,Night,77.47,0.0,Negative
62.66,96.68,Friday,Evening,96.93,0.0,Negative
90.68,59.16,Sunday,Afternoon,34.51,0.0,Positive
43.59,68.27,Monday,Morning,78.59,0.0,Negative
93.92,47.76,Friday,Night,,1.0,Positive
,22.36,Wednesday,Afternoon,2.72,1.0,Neutral
11.63,84.47,Sunday,Afternoon,42.21,0.0,Positive
29.25,59.19,Tuesday,Evening,32.74,0.0,Positive
39.82,87.94,Monday,Evening,45.91,0.0,Negative
22.9,71.2,Thursday,Evening,,2.0,Negative
112.32,50.62,Monday,Afternoon,9.97,1.0,Neutral
54.81,40.83,Tuesday,Morning,18.48,1.0,Positive
63.18,20.86,Tuesday,Morning,98.86,1.0,Negative
76.34,95.85,Monday,Evening,65.09,3.0,Negative
,58.67,Saturday,Evening,7.62,0.0,Positive
8.31,88.79,Sunday,Night,35.1,1.0,Negative
68.35,23.16,Tuesday,Evening,32.24,0.0,Neutral
113.34,43.65,Thursday,Afternoon,86.69,1.0,Negative
6.87,44.47,Friday,Night,,0.0,Negative
52.48,24.09,Sunday,Evening,54.74,3.0,Positive
95.7,87.76,Thursday,Afternoon,,3.0,Neutral
93.58,60.52,Saturday,Evening,32.83,1.0,Positive
96.05,40.25,Monday,Evening,26.69,3.0,Neutral
86.62,95.24,Friday,Morning,86.64,1.0,Positive
36.17,99.17,Thursday,Afternoon,90.11,2.0,Negative
8.56,67.67,Wednesday,Night,23.51,0.0,Neutral
58.35,23.84,Monday,Afternoon,62.84,2.0,Negative
105.0,93.92,Tuesday,Afternoon,,2.0,Neutral
119.95,74.11,Tuesday,Afternoon,92.22,3.0,Neutral
7.3,83.9,Tuesday,Morning,82.28,3.0,Positive
43.59,23.51,Tuesday,Afternoon,78.27,0.0,Positive
15.62,49.83,Monday,Evening,,1.0,Neutral
108.63,96.66,Sunday,Night,16.89,1.0,Negative
104.18,32.17,Tuesday,Evening,63.56,3.0,Positive
52.34,22.92,Thursday,Night,64.05,3.0,Positive
41.12,31.15,Thursday,Afternoon,97.86,1.0,Negative
67.74,57.85,Friday,Morning,45.1,1.0,Neutral
,71.58,Monday,Afternoon,62.98,1.0,Positive
,36.74,Friday,Evening,27.59,2.0,Negative
92.68,80.2,Wednesday,Afternoon,6.22,0.0,Positive
94.44,69.73,Sunday,Evening,76.68,1.0,Negative
27.37,61.51,Friday,Night,5.59,0.0,Positive
47.35,88.12,Thursday,Afternoon,45.1,0.0,Neutral
91.09,48.18,Saturday,Evening,48.19,0.0,Positive
77.93,66.29,Saturday,Evening,63.03,0.0,Neutral
65.44,89.05,Sunday,Night,,2.0,Positive
109.24,35.05,Sunday,Evening,54.66,3.0,Negative
112.92,38.55,Wednesday,Night,79.92,0.0,Positive
82.95,20.99,Wednesday,Evening,61.57,0.0,Negative
35.4,71.02,Friday,Morning,46.4,1.0,Positive
16.44,49.8,Monday,Morning,31.86,2.0,Negative
86.08,31.45,Wednesday,Afternoon,,0.0,Negative
112.35,45.97,Monday,Night,96.56,1.0,Positive
33.69,75.73,Sunday,Evening,77.83,2.0,Positive
84.8,52.28,Sunday,Afternoon,84.66,0.0,Negative
82.44,29.3,Tuesday,Morning,64.16,1.0,Positive
95.78,63.82,Wednesday,Night,73.61,1.0,Neutral
116.05,54.81,Tuesday,Evening,42.71,1.0,Positive
104.75,70.95,Thursday,Evening,97.17,2.0,Negative
107.35,23.12,Friday,Morning,97.16,2.0,Neutral
96.51,36.14,Friday,Night,75.21,0.0,Neutral
49.01,89.61,Monday,Evening,54.37,0.0,Positive
112.12,49.09,Monday,Afternoon,,3.0,Neutral
30.91,96.71,Thursday,Morning,61.3,0.0,Positive
61.25,81.41,Sunday,Afternoon,49.23,2.0,Neutral
13.49,81.16,Sunday,Evening,66.14,1.0,Positive
113.97,76.22,Thursday,Afternoon,83.32,3.0,Neutral
44.53,39.66,Thursday,Night,73.54,3.0,Positive
14.74,40.83,Tuesday,Morning,67.72,2.0,Negative
,78.02,Tuesday,Evening,99.59,0.0,Negative
20.8,66.6,Friday,Evening,,2.0,Neutral
116.54,38.98,Thursday,Evening,62.77,1.0,Positive
32.67,87.67,Friday,Evening,9.32,2.0,Positive
92.82,25.63,Tuesday,Night,40.73,2.0,Positive
53.06,33.78,Friday,Afternoon,33.5,3.0,Negative
97.74,47.42,Saturday,Evening,10.53,3.0,Positive
,61.24,Thursday,Evening,,3.0,Neutral
109.4,93.4,Monday,Morning,96.6,0.0,Positive
30.97,33.13,Monday,Evening,57.72,3.0,Negative
21.41,27.02,Monday,Afternoon,,0.0,Positive
11.59,60.93,Tuesday,Morning,15.5,1.0,Negative
89.62,97.72,Wednesday,Afternoon,86.06,1.0,Positive
101.03,85.93,Saturday,Evening,86.0,3.0,Positive
76.92,23.4,Monday,Afternoon,34.05,1.0,Neutral
14.63,21.49,Monday,Night,43.03,3.0,Negative
34.16,50.69,Saturday,Evening,66.47,1.0,Positive
35.18,47.68,Saturday,Night,,2.0,Positive
84.68,34.16,Friday,Evening,35.7,1.0,Negative
,39.19,Monday,Night,,1.0,Negative
63.57,57.83,Sunday,Evening,19.14,0.0,Negative
102.24,50.8,Saturday,Afternoon,,0.0,Positive
,44.28,Thursday,Afternoon,57.68,1.0,Neutral
33.56,84.37,Friday,Afternoon,68.41,0.0,Neutral
13.01,46.89,Friday,Night,32.31,0.0,Negative
60.21,55.77,Sunday,Morning,35.72,3.0,Negative
65.13,88.34,Friday,Evening,86.39,0.0,Neutral
99.49,53.46,Monday,Afternoon,17.67,3.0,Neutral
,87.52,Wednesday,Night,,2.0,Positive
59.53,47.52,Wednesday,Morning,57.47,0.0,Neutral
33.07,76.55,Thursday,Night,31.39,0.0,Positive
43.92,61.74,Monday,Night,50.64,1.0,Negative
,62.84,Tuesday,Afternoon,76.61,3.0,Positive
79.17,29.47,Wednesday,Evening,73.42,0.0,Negative
,48.14,Friday,Morning,50.3,1.0,Positive
106.91,38.64,Friday,Evening,87.97,1.0,Neutral
69.97,99.69,Thursday,Night,43.87,2.0,Positive
47.95,84.81,Monday,Evening,81.29,1.0,Negative
8.58,58.66,Saturday,Night,,2.0,Neutral
116.32,57.14,Friday,Evening,89.96,1.0,Positive
108.19,36.1,Saturday,Evening,,0.0,Negative
30.98,30.4,Friday,Morning,26.64,0.0,Positive
,30.89,Wednesday,Evening,,3.0,Negative
,88.98,Friday,Evening,65.24,2.0,Positive
85.41,65.5,Tuesday,Night,82.09,0.0,Neutral
21.2,97.98,Monday,Afternoon,8.82,2.0,Neutral
8.58,53.55,Wednesday,Morning,,3.0,Positive
22.99,91.38,Wednesday,Night,44.28,2.0,Negative
,94.69,Monday,Evening,43.23,1.0,Neutral
86.55,50.14,Sunday,Night,62.93,3.0,Neutral
16.4,27.2,Wednesday,Evening,,2.0,Negative
72.33,96.41,Saturday,Evening,98.05,1.0,Neutral
44.71,76.67,Friday,Afternoon,97.67,0.0,Negative
119.89,48.58,Tuesday,Morning,48.75,1.0,Negative
64.54,63.41,Friday,Night,82.92,3.0,Positive
8.83,96.53,Friday,Night,22.81,2.0,Positive
53.8,52.6,Saturday,Afternoon,81.25,2.0,Positive
15.45,35.23,Thursday,Morning,50.4,1.0,Negative
62.83,78.53,Tuesday,Evening,49.52,3.0,Negative
25.69,98.28,Monday,Evening,37.17,1.0,Positive
41.18,52.71,Sunday,Morning,48.39,0.0,Negative
116.62,78.41,Monday,Afternoon,14.15,3.0,Positive
42.37,71.31,Tuesday,Evening,66.95,2.0,Neutral
,82.0,Thursday,Evening,36.99,1.0,Positive
25.41,53.97,Thursday,Morning,92.77,2.0,Neutral
,87.37,Tuesday,Afternoon,,1.0,Positive
,87.64,Monday,Afternoon,25.47,3.0,Positive
,26.47,Sunday,Morning,54.46,1.0,Positive
78.06,57.39,Sunday,Morning,55.45,2.0,Positive
,34.03,Saturday,Night,25.61,2.0,Negative
118.55,42.23,Tuesday,Morning,59.73,1.0,Positive
115.76,39.19,Thursday,Afternoon,56.05,1.0,Negative
105.11,99.52,Friday,Evening,27.64,1.0,Positive
71.57,39.06,Thursday,Morning,7.61,2.0,Negative
,64.39,Friday,Night,98.46,0.0,Neutral
114.43,42.86,Saturday,Afternoon,40.33,1.0,Neutral
61.55,61.33,Monday,Afternoon,90.54,0.0,Neutral
119.32,88.4,Friday,Morning,,1.0,Neutral
29.3,44.89,Sunday,Night,51.87,1.0,Positive
7.99,73.38,Thursday,Night,71.66,1.0,Neutral
98.4,50.11,Monday,Evening,36.92,3.0,Negative
72.8,97.47,Sunday,Afternoon,90.71,2.0,Neutral
89.69,22.67,Sunday,Evening,41.18,1.0,Positive
,29.78,Tuesday,Night,68.39,2.0,Negative
10.69,27.52,Sunday,Afternoon,69.54,3.0,Negative
,84.44,Saturday,Evening,,0.0,Negative
34.68,47.07,Tuesday,Afternoon,90.41,3.0,Negative
117.64,55.13,Sunday,Evening,50.43,0.0,Positive
94.64,83.41,Wednesday,Evening,80.01,3.0,Positive
95.5,37.93,Monday,Morning,94.63,0.0,Positive
,46.79,Thursday,Night,,3.0,Positive
103.06,38.03,Wednesday,Afternoon,82.92,1.0,Negative
62.9,62.59,Monday,Evening,,0.0,Neutral
95.26,70.29,Sunday,Morning,97.76,0.0,Neutral
46.27,43.11,Saturday,Morning,,1.0,Positive
47.03,36.66,Sunday,Morning,79.52,1.0,Neutral
82.87,60.07,Wednesday,Evening,,0.0,Positive
114.32,24.99,Thursday,Evening,52.97,0.0,Positive
44.03,37.36,Sunday,Evening,11.22,0.0,Neutral
84.11,64.08,Sunday,Evening,71.52,0.0,Neutral
102.07,95.07,Wednesday,Night,95.48,2.0,Positive
68.29,22.31,Thursday,Morning,81.25,1.0,Negative
62.12,56.54,Monday,Night,75.16,0.0,Positive
10.39,39.53,Thursday,Morning,79.76,0.0,Positive
113.79,45.01,Wednesday,Evening,16.86,0.0,Negative
,78.18,Tuesday,Afternoon,79.08,0.0,Positive
104.86,27.64,Sunday,Evening,,1.0,Positive
88.04,96.31,Friday,Morning,29.73,1.0,Positive
79.96,34.63,Monday,Morning,69.57,1.0,Negative
31.37,31.73,Thursday,Morning,50.78,1.0,Neutral
113.32,40.14,Monday,Morning,45.15,3.0,Positive
23.01,87.79,Saturday,Night,,3.0,Positive
110.29,51.53,Tuesday,Afternoon,99.6,0.0,Neutral
91.7,94.7,Wednesday,Night,35.75,0.0,Positive
98.1,78.37,Tuesday,Afternoon,8.17,1.0,Negative
30.27,50.55,Friday,Night,,1.0,Positive
107.95,57.36,Monday,Afternoon,97.78,3.0,Positive
16.4,25.96,Sunday,Night,69.96,3.0,Positive
37.28,83.28,Thursday,Afternoon,78.41,1.0,Negative
94.61,57.59,Tuesday,Evening,,2.0,Positive
101.34,49.36,Saturday,Night,40.82,2.0,Negative
90.24,38.14,Saturday,Afternoon,64.57,0.0,Neutral
89.03,49.03,Sunday,Evening,36.8,2.0,Negative
87.36,30.65,Saturday,Evening,43.97,0.0,Positive
75.03,78.96,Monday,Night,24.5,3.0,Neutral
16.69,84.36,Thursday,Evening,,0.0,Positive
53.93,67.02,Tuesday,Afternoon,5.16,2.0,Neutral
82.68,62.37,Monday,Evening,77.66,0.0,Neutral
,80.16,Sunday,Evening,49.82,0.0,Positive
77.66,22.03,Friday,Afternoon,32.09,2.0,Neutral
57.44,78.05,Friday,Evening,15.69,2.0,Positive
27.8,79.17,Saturday,Afternoon,,1.0,Neutral
48.35,36.96,Saturday,Afternoon,96.09,1.0,Neutral
59.41,31.49,Saturday,Afternoon,69.52,3.0,Negative
119.2,22.01,Thursday,Night,79.73,3.0,Neutral
40.78,40.52,Wednesday,Morning,60.1,3.0,Neutral
95.75,89.57,Monday,Evening,,3.0,Negative
,59.79,Tuesday,Evening,,1.0,Positive
99.32,46.51,Friday,Night,,0.0,Negative
64.66,61.16,Sunday,Night,,0.0,Negative
114.72,31.7,Sunday,Night,,3.0,Negative
70.63,82.31,Friday,Afternoon,71.39,3.0,Positive
43.08,32.19,Monday,Morning,57.46,1.0,Neutral
94.0,72.17,Tuesday,Night,99.77,0.0,Neutral
102.56,26.84,Tuesday,Evening,95.85,3.0,Neutral
95.51,59.9,Monday,Night,63.87,0.0,Positive
81.02,22.92,Monday,Morning,49.94,2.0,Neutral
,38.67,Saturday,Night,71.33,3.0,Neutral
59.06,95.57,Thursday,Evening,55.69,2.0,Positive
10.99,69.29,Thursday,Morning,22.48,3.0,Neutral
49.32,59.02,Saturday,Afternoon,41.31,1.0,Negative
,63.11,Wednesday,Afternoon,53.95,1.0,Positive
54.61,93.96,Friday,Morning,99.44,0.0,Neutral
77.6,90.66,Tuesday,Evening,16.54,2.0,Negative
35.64,70.93,Wednesday,Evening,,2.0,Negative
58.74,36.72,Tuesday,Evening,32.92,1.0,Positive
,39.65,Thursday,Night,50.88,1.0,Positive
89.88,37.52,Tuesday,Night,17.87,2.0,Positive
104.87,33.68,Saturday,Night,52.76,2.0,Negative
83.03,90.28,Saturday,Night,,0.0,Neutral
98.17,66.32,Friday,Night,,0.0,Negative
62.2,60.39,Friday,Morning,45.52,3.0,Neutral
80.58,22.26,Tuesday,Evening,88.14,3.0,Neutral
74.98,96.39,Sunday,Evening,50.12,3.0,Neutral
106.52,27.66,Saturday,Afternoon,70.99,0.0,Neutral
45.65,44.01,Tuesday,Night,53.12,3.0,Neutral
59.84,37.41,Saturday,Evening,42.74,3.0,Positive
39.81,20.72,Wednesday,Afternoon,82.92,3.0,Negative
68.2,23.01,Thursday,Afternoon,90.27,0.0,Positive
,82.32,Friday,Afternoon,,2.0,Neutral
18.1,22.75,Tuesday,Night,22.82,2.0,Positive
100.01,59.03,Monday,Morning,47.97,3.0,Positive
,75.22,Saturday,Evening,,3.0,Neutral
117.59,27.76,Friday,Evening,,2.0,Positive
51.79,56.4,Tuesday,Night,,0.0,Neutral
47.5,93.08,Saturday,Evening,,2.0,Neutral
32.0,53.43,Monday,Afternoon,22.87,3.0,Negative
96.58,97.41,Tuesday,Night,9.28,2.0,Neutral
70.93,40.45,Tuesday,Morning,47.06,3.0,Neutral
27.28,32.83,Sunday,Afternoon,35.77,3.0,Positive
,49.81,Saturday,Morning,87.0,3.0,Negative
,24.02,Sunday,Afternoon,,2.0,Neutral
6.11,27.14,Friday,Night,50.12,0.0,Neutral
114.25,36.72,Saturday,Evening,42.12,1.0,Positive
69.23,46.05,Sunday,Evening,5.31,1.0,Negative
67.25,42.89,Friday,Night,79.84,2.0,Negative
30.27,67.77,Wednesday,Evening,,0.0,Negative
21.87,53.05,Monday,Evening,33.0,0.0,Negative
,51.67,Sunday,Afternoon,16.58,3.0,Negative
88.65,33.09,Monday,Evening,88.14,2.0,Neutral
93.92,83.16,Thursday,Evening,25.94,0.0,Neutral
,23.69,Saturday,Morning,99.69,2.0,Neutral
104.51,49.68,Friday,Evening,71.14,1.0,Positive
94.06,56.15,Friday,Night,,3.0,Neutral
71.28,33.64,Wednesday,Afternoon,,3.0,Neutral
,52.27,Saturday,Evening,40.23,0.0,Neutral
76.22,98.93,Monday,Morning,36.73,0.0,Neutral
68.92,94.76,Monday,Evening,33.17,2.0,Negative
26.78,50.97,Thursday,Morning,50.48,0.0,Neutral
5.43,41.01,Friday,Night,32.7,2.0,Negative
31.27,26.09,Monday,Night,,3.0,Negative
82.23,93.25,Friday,Morning,95.67,1.0,Neutral
58.92,30.49,Tuesday,Afternoon,82.45,0.0,Negative
109.68,69.79,Saturday,Night,59.01,1.0,Positive
112.91,31.78,Monday,Afternoon,72.24,0.0,Negative
14.01,47.15,Sunday,Afternoon,78.58,3.0,Negative
94.13,81.76,Thursday,Evening,,1.0,Neutral
,51.88,Tuesday,Night,,2.0,Negative
40.56,33.84,Saturday,Evening,,1.0,Negative
77.28,68.45,Sunday,Morning,5.64,3.0,Neutral
78.72,67.49,Wednesday,Afternoon,39.04,1.0,Negative
50.67,63.52,Friday,Afternoon,,2.0,Positive
108.37,32.71,Tuesday,Afternoon,91.08,0.0,Positive
5.33,60.16,Sunday,Afternoon,98.74,3.0,Neutral
18.11,39.04,Thursday,Night,86.36,1.0,Negative
91.93,95.32,Wednesday,Night,90.76,1.0,Positive
47.28,89.78,Sunday,Evening,,3.0,Neutral
43.29,63.59,Monday,Evening,44.47,3.0,Negative
90.98,37.72,Tuesday,Morning,98.26,1.0,Positive
